id|estado|cidade|bairro|rua|cep|numero|id_usuario
962|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|407|962
963|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|717|963
964|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|287|964
965|RJ|Campos dos Goytacazes|Parque Alvorada|Rua Principal do Rio Branco|28083-145|595|965
966|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|409|966
967|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|200|967
968|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|541|968
969|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|301|969
970|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|727|970
971|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|508|971
972|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|991|972
973|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|154|973
974|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|371|974
975|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|382|975
976|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|641|976
977|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|425|977
978|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|369|978
979|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|86|979
980|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|739|980
981|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|477|981
982|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|132|982
983|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|963|983
984|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|79|984
985|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|23|985
986|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|881|986
987|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|139|987
988|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|133|988
989|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|870|989
990|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|560|990
991|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|323|991
992|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|747|992
993|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|715|993
994|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|863|994
995|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|326|995
996|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|210|996
997|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|462|997
998|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|953|998
999|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|831|999
1000|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|88|1000
1001|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|300|1001
1002|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|293|1002
1003|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|980|1003
1004|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|964|1004
1005|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|879|1005
1006|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|342|1006
1007|RJ|Macaé|Lagomar|Vila Santo Antônio de Pádua|27966-811|71|1007
1008|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|775|1008
1009|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|885|1009
1010|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|234|1010
1011|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|853|1011
1012|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|677|1012
1013|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|681|1013
1014|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|135|1014
1015|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|795|1015
1016|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|336|1016
1017|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|291|1017
1018|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|36|1018
1019|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|348|1019
1020|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|53|1020
1021|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|758|1021
1022|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|424|1022
1023|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|909|1023
1024|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|680|1024
1025|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|620|1025
1026|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|138|1026
1027|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|548|1027
1028|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|882|1028
1029|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|507|1029
1030|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|248|1030
1031|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|727|1031
1032|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|554|1032
1033|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|469|1033
1034|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|350|1034
1035|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|559|1035
1036|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|450|1036
1037|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|972|1037
1038|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|625|1038
1039|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|236|1039
1040|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|838|1040
1041|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|933|1041
1042|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|279|1042
1043|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|108|1043
1044|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|640|1044
1045|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|996|1045
1046|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|303|1046
1047|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|240|1047
1048|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|117|1048
1049|RJ|Volta Redonda|Brasilândia|Rua Um|27220-180|322|1049
1050|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|973|1050
1051|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|323|1051
1052|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|17|1052
1053|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|202|1053
1054|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|146|1054
1055|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|508|1055
1056|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|245|1056
1057|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|174|1057
1058|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|949|1058
1059|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|713|1059
1060|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|843|1060
1061|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|744|1061
1062|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|763|1062
1063|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|963|1063
1064|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|52|1064
1065|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|198|1065
1066|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|406|1066
1067|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|205|1067
1068|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|121|1068
1069|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|985|1069
1070|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|22|1070
1071|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|397|1071
1072|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|681|1072
1073|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|284|1073
1074|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|455|1074
1075|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|728|1075
1076|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|941|1076
1077|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|447|1077
1078|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|84|1078
1079|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|641|1079
1080|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|543|1080
1081|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|256|1081
1082|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|628|1082
1083|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|398|1083
1084|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|139|1084
1085|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|962|1085
1086|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|647|1086
1087|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|656|1087
1088|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|198|1088
1089|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|942|1089
1090|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|745|1090
1091|RJ|Rio de Janeiro|Freguesia|Rua B|22743-322|769|1091
1092|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|503|1092
1093|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|859|1093
1094|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|344|1094
1095|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|735|1095
1096|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|445|1096
1097|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|675|1097
1098|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|650|1098
1099|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|394|1099
1100|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|725|1100
1101|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|610|1101
1102|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|449|1102
1103|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|500|1103
1104|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|819|1104
1105|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|902|1105
1106|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|854|1106
1107|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|115|1107
1108|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|560|1108
1109|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|212|1109
1110|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|306|1110
1111|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|592|1111
1112|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|111|1112
1113|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|929|1113
1114|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|337|1114
1115|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|422|1115
1116|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|37|1116
1117|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|56|1117
1118|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|193|1118
1119|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|25|1119
1120|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|990|1120
1121|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|740|1121
1122|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|615|1122
1123|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|671|1123
1124|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|411|1124
1125|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|849|1125
1126|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|238|1126
1127|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|906|1127
1128|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|790|1128
1129|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|419|1129
1130|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|349|1130
1131|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|95|1131
1132|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|191|1132
1133|RJ|Duque de Caxias|Carolina|Travessa São João|25060-595|603|1133
1134|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|376|1134
1135|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|934|1135
1136|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|733|1136
1137|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|358|1137
1138|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|864|1138
1139|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|775|1139
1140|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|103|1140
1141|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|779|1141
1142|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|772|1142
1143|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|141|1143
1144|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|692|1144
1145|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|736|1145
1146|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|714|1146
1147|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|779|1147
1148|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|216|1148
1149|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|8|1149
1150|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|881|1150
1151|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|501|1151
1152|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|52|1152
1153|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|801|1153
1154|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|410|1154
1155|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|255|1155
1156|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|633|1156
1157|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|850|1157
1158|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|77|1158
1159|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|247|1159
1160|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|909|1160
1161|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|911|1161
1162|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|525|1162
1163|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|197|1163
1164|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|321|1164
1165|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|262|1165
1166|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|694|1166
1167|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|412|1167
1168|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|753|1168
1169|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|5|1169
1170|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|388|1170
1171|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|121|1171
1172|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|407|1172
1173|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|430|1173
1174|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|271|1174
1175|CE|Fortaleza|Centro|Avenida Alberto Nepomuceno 199|60055-977|33|1175
1176|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|287|1176
1177|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|776|1177
1178|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|149|1178
1179|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|688|1179
1180|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|672|1180
1181|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|92|1181
1182|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|979|1182
1183|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|656|1183
1184|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|14|1184
1185|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|550|1185
1186|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|756|1186
1187|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|688|1187
1188|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|124|1188
1189|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|283|1189
1190|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|471|1190
1191|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|823|1191
1192|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|989|1192
1193|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|898|1193
1194|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|637|1194
1195|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|525|1195
1196|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|422|1196
1197|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|489|1197
1198|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|643|1198
1199|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|775|1199
1200|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|281|1200
1201|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|138|1201
1202|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|881|1202
1203|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|979|1203
1204|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|758|1204
1205|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|38|1205
1206|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|29|1206
1207|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|209|1207
1208|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|765|1208
1209|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|972|1209
1210|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|683|1210
1211|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|860|1211
1212|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|795|1212
1213|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|823|1213
1214|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|717|1214
1215|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|474|1215
1216|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|910|1216
1217|CE|Juazeiro do Norte|Franciscanos|Rua General Sampaio|63020-135|271|1217
1218|CE|Fortaleza|Montese|Vila Helena|60410-231|432|1218
1219|CE|Fortaleza|Montese|Vila Helena|60410-231|227|1219
1220|CE|Fortaleza|Montese|Vila Helena|60410-231|968|1220
1221|CE|Fortaleza|Montese|Vila Helena|60410-231|221|1221
1222|CE|Fortaleza|Montese|Vila Helena|60410-231|822|1222
1223|CE|Fortaleza|Montese|Vila Helena|60410-231|732|1223
1224|CE|Fortaleza|Montese|Vila Helena|60410-231|21|1224
1225|CE|Fortaleza|Montese|Vila Helena|60410-231|511|1225
1226|CE|Fortaleza|Montese|Vila Helena|60410-231|255|1226
1227|CE|Fortaleza|Montese|Vila Helena|60410-231|271|1227
1228|CE|Fortaleza|Montese|Vila Helena|60410-231|477|1228
1229|CE|Fortaleza|Montese|Vila Helena|60410-231|717|1229
1230|CE|Fortaleza|Montese|Vila Helena|60410-231|288|1230
1231|CE|Fortaleza|Montese|Vila Helena|60410-231|322|1231
1232|CE|Fortaleza|Montese|Vila Helena|60410-231|853|1232
1233|CE|Fortaleza|Montese|Vila Helena|60410-231|602|1233
1234|CE|Fortaleza|Montese|Vila Helena|60410-231|97|1234
1235|CE|Fortaleza|Montese|Vila Helena|60410-231|218|1235
1236|CE|Fortaleza|Montese|Vila Helena|60410-231|25|1236
1237|CE|Fortaleza|Montese|Vila Helena|60410-231|384|1237
1238|CE|Fortaleza|Montese|Vila Helena|60410-231|791|1238
1239|CE|Fortaleza|Montese|Vila Helena|60410-231|358|1239
1240|CE|Fortaleza|Montese|Vila Helena|60410-231|940|1240
1241|CE|Fortaleza|Montese|Vila Helena|60410-231|296|1241
1242|CE|Fortaleza|Montese|Vila Helena|60410-231|23|1242
1243|CE|Fortaleza|Montese|Vila Helena|60410-231|365|1243
1244|CE|Fortaleza|Montese|Vila Helena|60410-231|62|1244
1245|CE|Fortaleza|Montese|Vila Helena|60410-231|473|1245
1246|CE|Fortaleza|Montese|Vila Helena|60410-231|415|1246
1247|CE|Fortaleza|Montese|Vila Helena|60410-231|699|1247
1248|CE|Fortaleza|Montese|Vila Helena|60410-231|86|1248
1249|CE|Fortaleza|Montese|Vila Helena|60410-231|5|1249
1250|CE|Fortaleza|Montese|Vila Helena|60410-231|797|1250
1251|CE|Fortaleza|Montese|Vila Helena|60410-231|442|1251
1252|CE|Fortaleza|Montese|Vila Helena|60410-231|399|1252
1253|CE|Fortaleza|Montese|Vila Helena|60410-231|561|1253
1254|CE|Fortaleza|Montese|Vila Helena|60410-231|5|1254
1255|CE|Fortaleza|Montese|Vila Helena|60410-231|183|1255
1256|CE|Fortaleza|Montese|Vila Helena|60410-231|951|1256
1257|CE|Fortaleza|Montese|Vila Helena|60410-231|855|1257
1258|CE|Fortaleza|Montese|Vila Helena|60410-231|802|1258
1259|CE|Fortaleza|Montese|Vila Helena|60410-231|205|1259
1260|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|301|1260
1261|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|417|1261
1262|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|539|1262
1263|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|160|1263
1264|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|454|1264
1265|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|970|1265
1266|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|51|1266
1267|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|327|1267
1268|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|524|1268
1269|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|291|1269
1270|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|78|1270
1271|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|559|1271
1272|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|356|1272
1273|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|473|1273
1274|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|964|1274
1275|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|931|1275
1276|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|707|1276
1277|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|20|1277
1278|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|402|1278
1279|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|569|1279
1280|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|840|1280
1281|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|191|1281
1282|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|720|1282
1283|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|220|1283
1284|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|386|1284
1285|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|663|1285
1286|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|567|1286
1287|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|970|1287
1288|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|326|1288
1289|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|252|1289
1290|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|421|1290
1291|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|30|1291
1292|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|931|1292
1293|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|628|1293
1294|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|861|1294
1295|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|793|1295
1296|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|501|1296
1297|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|376|1297
1298|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|263|1298
1299|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|353|1299
1300|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|356|1300
1301|CE|Fortaleza|Parque Dois Irmãos|Via de Pedestre 4|60745-752|946|1301
1302|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|35|1302
1303|PE|Vitória de Santo Antão|Matriz|Rua Barão da Escada|55602-050|476|1303
